table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Utah: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
"Sex, Race, and Hispanic Origin","April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
MALE,"1,119,039","1,124,675","1,144,533","1,165,962","1,184,270","1,204,831","1,232,978","1,267,516","1,305,074","1,337,398","1,367,912","1,388,317","1,394,820"
.One Race,"1,104,929","1,110,332","1,128,835","1,148,985","1,165,947","1,185,401","1,212,112","1,245,012","1,280,684","1,311,156","1,339,963","1,358,937","1,365,109"
..White,"1,051,676","1,056,527","1,073,102","1,091,115","1,106,375","1,123,739","1,147,882","1,177,684","1,209,618","1,236,905","1,262,120","1,278,620","1,284,243"
..Black,"11,041","11,101","11,847","12,539","12,922","13,624","14,424","15,471","16,710","17,488","18,530","19,213","19,340"
..AIAN,"15,559","15,669","15,768","16,150","16,366","16,653","17,154","17,706","18,564","19,193","19,856","20,546","20,651"
..Asian,"18,302","18,563","19,253","19,936","20,609","21,316","22,045","23,043","23,980","25,070","26,289","26,979","27,209"
..NHPI,"8,351","8,472","8,865","9,245","9,675","10,069","10,607","11,108","11,812","12,500","13,168","13,579","13,666"
.Two or More Races,"14,110","14,343","15,698","16,977","18,323","19,430","20,866","22,504","24,390","26,242","27,949","29,380","29,711"
.NOT HISPANIC,"1,011,122","1,015,311","1,028,743","1,043,114","1,055,624","1,070,446","1,091,516","1,117,073","1,143,618","1,165,864","1,188,060","1,203,278","1,207,902"
..One Race,"998,523","1,002,559","1,014,979","1,028,460","1,040,057","1,054,072","1,074,194","1,098,547","1,123,666","1,144,649","1,165,554","1,179,782","1,184,158"
...White,"950,079","953,684","964,834","976,881","987,358","1,000,138","1,018,415","1,040,428","1,063,016","1,081,853","1,100,267","1,113,103","1,117,035"
...Black,"9,573","9,604","10,160","10,627","10,903","11,326","11,940","12,819","13,593","14,135","14,909","15,285","15,370"
...AIAN,"13,193","13,225","13,002","12,999","12,835","12,669","12,756","12,904","13,169","13,160","13,305","13,330","13,385"
...Asian,"17,724","17,974","18,579","19,206","19,825","20,453","21,109","22,002","22,853","23,846","24,845","25,448","25,667"
...NHPI,"7,954","8,072","8,404","8,747","9,136","9,486","9,974","10,394","11,035","11,655","12,228","12,616","12,701"
..Two or More Races,"12,599","12,752","13,764","14,654","15,567","16,374","17,322","18,526","19,952","21,215","22,506","23,496","23,744"
.HISPANIC,"107,917","109,364","115,790","122,848","128,646","134,385","141,462","150,443","161,456","171,534","179,852","185,039","186,918"
..One Race,"106,406","107,773","113,856","120,525","125,890","131,329","137,918","146,465","157,018","166,507","174,409","179,155","180,951"
...White,"101,597","102,843","108,268","114,234","119,017","123,601","129,467","137,256","146,602","155,052","161,853","165,517","167,208"
...Black,"1,468","1,497","1,687","1,912","2,019","2,298","2,484","2,652","3,117","3,353","3,621","3,928","3,970"
...AIAN,"2,366","2,444","2,766","3,151","3,531","3,984","4,398","4,802","5,395","6,033","6,551","7,216","7,266"
...Asian,578,589,674,730,784,863,936,"1,041","1,127","1,224","1,444","1,531","1,542"
...NHPI,397,400,461,498,539,583,633,714,777,845,940,963,965
..Two or More Races,"1,511","1,591","1,934","2,323","2,756","3,056","3,544","3,978","4,438","5,027","5,443","5,884","5,967"
FEMALE,"1,114,144","1,119,827","1,139,182","1,158,853","1,175,867","1,196,749","1,224,741","1,257,991","1,292,672","1,325,631","1,355,509","1,375,568","1,381,649"
.One Race,"1,100,426","1,105,901","1,123,937","1,142,337","1,158,056","1,177,731","1,204,237","1,235,827","1,268,779","1,300,050","1,328,143","1,346,834","1,352,552"
..White,"1,048,540","1,053,462","1,069,279","1,085,576","1,099,786","1,117,356","1,141,348","1,169,957","1,199,474","1,227,342","1,252,146","1,268,709","1,273,888"
..Black,"8,335","8,364","8,964","9,482","9,762","10,249","10,981","11,702","12,687","13,405","14,238","14,651","14,732"
..AIAN,"15,595","15,701","15,880","16,220","16,346","16,619","17,038","17,630","18,391","19,048","19,707","20,183","20,296"
..Asian,"20,323","20,623","21,595","22,489","23,200","24,144","25,097","26,344","27,383","28,741","30,016","30,821","31,088"
..NHPI,"7,633","7,751","8,219","8,570","8,962","9,363","9,773","10,194","10,844","11,514","12,036","12,470","12,548"
.Two or More Races,"13,718","13,926","15,245","16,516","17,811","19,018","20,504","22,164","23,893","25,581","27,366","28,734","29,097"
.NOT HISPANIC,"1,020,503","1,024,835","1,037,324","1,050,590","1,061,466","1,076,270","1,096,734","1,121,016","1,144,467","1,166,433","1,187,778","1,202,267","1,206,609"
..One Race,"1,008,226","1,012,408","1,023,936","1,036,268","1,046,257","1,060,175","1,079,611","1,102,688","1,124,787","1,145,564","1,165,664","1,179,114","1,183,210"
...White,"960,440","964,181","974,203","985,001","993,985","1,006,423","1,024,175","1,044,896","1,064,706","1,083,181","1,100,936","1,113,260","1,116,917"
...Black,"7,005","7,003","7,426","7,807","7,970","8,342","8,756","9,396","9,946","10,369","10,977","11,043","11,092"
...AIAN,"13,698","13,733","13,550","13,554","13,367","13,253","13,310","13,438","13,702","13,802","13,913","13,898","13,962"
...Asian,"19,807","20,101","20,968","21,789","22,471","23,337","24,195","25,369","26,306","27,494","28,671","29,346","29,597"
...NHPI,"7,276","7,390","7,789","8,117","8,464","8,820","9,175","9,589","10,127","10,718","11,167","11,567","11,642"
..Two or More Races,"12,277","12,427","13,388","14,322","15,209","16,095","17,123","18,328","19,680","20,869","22,114","23,153","23,399"
.HISPANIC,"93,641","94,992","101,858","108,263","114,401","120,479","128,007","136,975","148,205","159,198","167,731","173,301","175,040"
..One Race,"92,200","93,493","100,001","106,069","111,799","117,556","124,626","133,139","143,992","154,486","162,479","167,720","169,342"
...White,"88,100","89,281","95,076","100,575","105,801","110,933","117,173","125,061","134,768","144,161","151,210","155,449","156,971"
...Black,"1,330","1,361","1,538","1,675","1,792","1,907","2,225","2,306","2,741","3,036","3,261","3,608","3,640"
...AIAN,"1,897","1,968","2,330","2,666","2,979","3,366","3,728","4,192","4,689","5,246","5,794","6,285","6,334"
...Asian,516,522,627,700,729,807,902,975,"1,077","1,247","1,345","1,475","1,491"
...NHPI,357,361,430,453,498,543,598,605,717,796,869,903,906
..Two or More Races,"1,441","1,499","1,857","2,194","2,602","2,923","3,381","3,836","4,213","4,712","5,252","5,581","5,698"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, legal boundary updates, and other geographic program revisions.  The original race data from 
Census 2000 are modified to reclassify the Some Other Race category.  For more information see http://www.census.gov/popest/research/modified.html.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.  The original race data from the 2010 Census are modified to reclassify the Some Other Race category.  For more information see 
http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology are available
 at http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"Note: Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; 
NHPI = Native Hawaiian and Other Pacific Islander.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Utah: April 1, 2000 to July 1, 2010 (ST-EST2010-03-49)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: October 2012,,,,,,,,,,,,,
