table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Minnesota: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
"Sex, Race, and Hispanic Origin","April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
...NHPI,279,280,289,325,334,349,384,448,452,503,523,515,515
..Two or More Races,"2,018","2,076","2,391","2,690","3,013","3,354","3,871","4,377","4,875","5,403","5,915","6,231","6,332"
FEMALE,"2,483,919","2,490,622","2,514,149","2,531,205","2,546,999","2,564,037","2,579,546","2,600,951","2,622,551","2,642,672","2,659,958","2,671,793","2,674,635"
.One Race,"2,452,839","2,458,983","2,480,434","2,495,347","2,508,961","2,523,690","2,536,779","2,555,616","2,574,323","2,591,371","2,605,637","2,615,247","2,617,717"
..White,"2,262,804","2,267,205","2,279,106","2,284,974","2,289,818","2,294,991","2,298,454","2,306,355","2,314,179","2,321,020","2,326,867","2,330,373","2,331,879"
..Black,"86,830","87,451","92,688","97,562","102,405","107,741","112,844","119,130","125,182","130,743","135,053","137,852","138,148"
..AIAN,"28,129","28,248","28,660","29,067","29,532","30,042","30,780","31,369","32,092","32,739","32,999","33,567","33,661"
..Asian,"74,122","75,122","78,955","82,664","86,111","89,747","93,453","97,426","101,474","105,421","109,238","112,000","112,571"
..NHPI,954,957,"1,025","1,080","1,095","1,169","1,248","1,336","1,396","1,448","1,480","1,455","1,458"
.Two or More Races,"31,080","31,639","33,715","35,858","38,038","40,347","42,767","45,335","48,228","51,301","54,321","56,546","56,918"
.NOT HISPANIC,"2,418,455","2,424,293","2,441,747","2,453,519","2,464,039","2,476,014","2,486,072","2,501,886","2,517,992","2,532,769","2,545,446","2,553,405","2,555,445"
..One Race,"2,389,396","2,394,730","2,410,422","2,420,344","2,429,012","2,439,003","2,447,042","2,460,724","2,474,436","2,486,673","2,496,801","2,502,874","2,504,652"
...White,"2,204,225","2,207,873","2,214,510","2,215,867","2,216,308","2,217,630","2,217,320","2,221,047","2,224,889","2,227,589","2,229,499","2,230,025","2,230,898"
...Black,"84,505","85,104","90,139","94,898","99,590","104,538","109,105","114,918","120,634","126,069","130,385","133,043","133,302"
...AIAN,"26,359","26,446","26,633","26,746","26,894","27,061","27,220","27,451","27,634","27,797","27,935","28,085","28,157"
...Asian,"73,530","74,527","78,334","81,986","85,369","88,890","92,481","96,376","100,301","104,212","107,930","110,723","111,291"
...NHPI,777,780,806,847,851,884,916,932,978,"1,006","1,052",998,"1,004"
..Two or More Races,"29,059","29,563","31,325","33,175","35,027","37,011","39,030","41,162","43,556","46,096","48,645","50,531","50,793"
.HISPANIC,"65,464","66,329","72,402","77,686","82,960","88,023","93,474","99,065","104,559","109,903","114,512","118,388","119,190"
..One Race,"63,443","64,253","70,012","75,003","79,949","84,687","89,737","94,892","99,887","104,698","108,836","112,373","113,065"
...White,"58,579","59,332","64,596","69,107","73,510","77,361","81,134","85,308","89,290","93,431","97,368","100,348","100,981"
...Black,"2,325","2,347","2,549","2,664","2,815","3,203","3,739","4,212","4,548","4,674","4,668","4,809","4,846"
...AIAN,"1,770","1,802","2,027","2,321","2,638","2,981","3,560","3,918","4,458","4,942","5,064","5,482","5,504"
...Asian,592,595,621,678,742,857,972,"1,050","1,173","1,209","1,308","1,277","1,280"
...NHPI,177,177,219,233,244,285,332,404,418,442,428,457,454
..Two or More Races,"2,021","2,076","2,390","2,683","3,011","3,336","3,737","4,173","4,672","5,205","5,676","6,015","6,125"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, legal boundary updates, and other geographic program revisions.  The original race data from 
Census 2000 are modified to reclassify the Some Other Race category.  For more information see http://www.census.gov/popest/research/modified.html.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.  The original race data from the 2010 Census are modified to reclassify the Some Other Race category.  For more information see 
http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology are available
 at http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"Note: Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; 
NHPI = Native Hawaiian and Other Pacific Islander.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Minnesota: April 1, 2000 to July 1, 2010 (ST-EST2010-03-27)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: October 2012,,,,,,,,,,,,,
