table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Nevada: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
"Sex, Race, and Hispanic Origin","April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
...Asian,"3,065","3,193","3,775","4,411","4,994","5,681","6,430","7,257","8,057","8,903","9,775","10,697","10,743"
...NHPI,"1,216","1,245","1,467","1,658","1,927","2,114","2,418","2,648","2,983","3,273","3,514","3,665","3,680"
..Two or More Races,"5,612","5,843","7,188","8,507","9,950","11,432","13,120","14,862","16,718","18,418","20,044","21,302","21,188"
MALE,"1,018,048","1,028,426","1,067,549","1,104,027","1,140,715","1,189,636","1,233,297","1,278,665","1,317,020","1,343,029","1,357,047","1,363,616","1,365,911"
.One Race,"995,982","1,005,838","1,042,654","1,076,971","1,111,276","1,157,355","1,198,107","1,240,475","1,275,808","1,299,145","1,310,775","1,315,681","1,317,805"
..White,"863,423","871,336","898,248","922,378","946,661","980,027","1,007,557","1,035,565","1,057,762","1,070,368","1,074,855","1,075,326","1,076,664"
..Black,"71,085","71,903","76,280","80,585","84,962","90,609","96,344","102,615","107,993","112,427","115,349","116,913","117,149"
..AIAN,"14,282","14,443","15,098","15,688","16,258","17,088","17,944","18,945","20,039","20,833","21,415","21,606","21,674"
..Asian,"42,566","43,439","47,819","52,611","57,206","62,904","69,022","75,432","81,575","86,454","89,737","92,185","92,635"
..NHPI,"4,626","4,717","5,209","5,709","6,189","6,727","7,240","7,918","8,439","9,063","9,419","9,651","9,683"
.Two or More Races,"22,066","22,588","24,895","27,056","29,439","32,281","35,190","38,190","41,212","43,884","46,272","47,935","48,106"
.NOT HISPANIC,"807,929","815,116","837,767","858,508","880,522","911,248","935,367","959,365","978,385","991,205","995,274","996,547","996,908"
..One Race,"788,678","795,453","816,450","835,689","856,018","884,669","906,714","928,610","945,504","956,482","959,012","959,174","959,311"
...White,"665,437","670,511","683,059","693,650","705,512","723,392","734,082","743,871","749,984","752,310","749,708","746,850","746,350"
...Black,"67,481","68,215","72,016","75,692","79,460","84,326","89,216","94,626","99,085","102,705","104,991","106,062","106,217"
...AIAN,"10,709","10,787","10,957","11,047","11,074","11,262","11,509","11,685","11,906","11,953","11,776","11,530","11,559"
...Asian,"41,061","41,873","45,969","50,461","54,769","60,064","65,881","71,882","77,627","82,112","84,951","86,935","87,362"
...NHPI,"3,990","4,067","4,449","4,839","5,203","5,625","6,026","6,546","6,902","7,402","7,586","7,797","7,823"
..Two or More Races,"19,251","19,663","21,317","22,819","24,504","26,579","28,653","30,755","32,881","34,723","36,262","37,373","37,597"
.HISPANIC,"210,119","213,310","229,782","245,519","260,193","278,388","297,930","319,300","338,635","351,824","361,773","367,069","369,003"
..One Race,"207,304","210,385","226,204","241,282","255,258","272,686","291,393","311,865","330,304","342,663","351,763","356,507","358,494"
...White,"197,986","200,825","215,189","228,728","241,149","256,635","273,475","291,694","307,778","318,058","325,147","328,476","330,314"
...Black,"3,604","3,688","4,264","4,893","5,502","6,283","7,128","7,989","8,908","9,722","10,358","10,851","10,932"
...AIAN,"3,573","3,656","4,141","4,641","5,184","5,826","6,435","7,260","8,133","8,880","9,639","10,076","10,115"
...Asian,"1,505","1,566","1,850","2,150","2,437","2,840","3,141","3,550","3,948","4,342","4,786","5,250","5,273"
...NHPI,636,650,760,870,986,"1,102","1,214","1,372","1,537","1,661","1,833","1,854","1,860"
..Two or More Races,"2,815","2,925","3,578","4,237","4,935","5,702","6,537","7,435","8,331","9,161","10,010","10,562","10,509"
FEMALE,"980,202","990,315","1,030,850","1,069,764","1,108,135","1,156,586","1,198,846","1,243,993","1,284,052","1,310,601","1,327,618","1,336,935","1,338,731"
.One Race,"957,713","967,302","1,005,521","1,042,069","1,078,007","1,123,727","1,163,034","1,205,227","1,242,135","1,265,905","1,280,357","1,287,787","1,289,407"
..White,"819,099","826,602","853,661","878,930","903,892","935,772","960,538","987,005","1,009,675","1,022,278","1,029,160","1,031,168","1,031,977"
..Black,"69,040","69,795","74,336","78,679","82,588","88,299","94,142","100,427","105,761","109,939","112,711","114,311","114,464"
..AIAN,"13,999","14,154","14,928","15,594","16,402","17,237","17,982","18,849","19,816","20,489","20,923","21,359","21,421"
..Asian,"51,035","52,115","57,488","63,258","69,070","75,847","83,213","91,177","98,464","104,185","108,207","111,293","111,848"
..NHPI,"4,540","4,636","5,108","5,608","6,055","6,572","7,159","7,769","8,419","9,014","9,356","9,656","9,697"
.Two or More Races,"22,489","23,013","25,329","27,695","30,128","32,859","35,812","38,766","41,917","44,696","47,261","49,148","49,324"
.NOT HISPANIC,"796,355","803,365","827,236","849,902","872,949","903,311","926,249","949,864","969,297","980,546","986,024","987,503","987,668"
..One Race,"776,663","783,270","805,517","826,477","847,836","876,182","897,020","918,525","935,767","945,107","948,797","949,095","949,023"
...White,"646,754","651,527","664,111","675,306","687,370","703,555","711,913","719,783","724,963","725,377","723,120","719,803","719,058"
...Black,"65,525","66,194","70,126","73,867","77,165","82,149","87,178","92,545","97,042","100,267","102,464","103,432","103,512"
...AIAN,"10,949","11,020","11,316","11,487","11,674","11,912","12,050","12,234","12,434","12,437","12,320","12,169","12,198"
...Asian,"49,475","50,488","55,563","60,997","66,513","73,006","79,924","87,470","94,355","99,624","103,218","105,846","106,378"
...NHPI,"3,960","4,041","4,401","4,820","5,114","5,560","5,955","6,493","6,973","7,402","7,675","7,845","7,877"
..Two or More Races,"19,692","20,095","21,719","23,425","25,113","27,129","29,229","31,339","33,530","35,439","37,227","38,408","38,645"
.HISPANIC,"183,847","186,950","203,614","219,862","235,186","253,275","272,597","294,129","314,755","330,055","341,594","349,432","351,063"
..One Race,"181,050","184,032","200,004","215,592","230,171","247,545","266,014","286,702","306,368","320,798","331,560","338,692","340,384"
...White,"172,345","175,075","189,550","203,624","216,522","232,217","248,625","267,222","284,712","296,901","306,040","311,365","312,919"
...Black,"3,515","3,601","4,210","4,812","5,423","6,150","6,964","7,882","8,719","9,672","10,247","10,879","10,952"
...AIAN,"3,050","3,134","3,612","4,107","4,728","5,325","5,932","6,615","7,382","8,052","8,603","9,190","9,223"
...Asian,"1,560","1,627","1,925","2,261","2,557","2,841","3,289","3,707","4,109","4,561","4,989","5,447","5,470"
...NHPI,580,595,707,788,941,"1,012","1,204","1,276","1,446","1,612","1,681","1,811","1,820"
..Two or More Races,"2,797","2,918","3,610","4,270","5,015","5,730","6,583","7,427","8,387","9,257","10,034","10,740","10,679"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, legal boundary updates, and other geographic program revisions.  The original race data from 
Census 2000 are modified to reclassify the Some Other Race category.  For more information see http://www.census.gov/popest/research/modified.html.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.  The original race data from the 2010 Census are modified to reclassify the Some Other Race category.  For more information see 
http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology are available
 at http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"Note: Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; 
NHPI = Native Hawaiian and Other Pacific Islander.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Nevada: April 1, 2000 to July 1, 2010 (ST-EST2010-03-32)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: October 2012,,,,,,,,,,,,,
