table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Hawaii: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
"Sex, Race, and Hispanic Origin","April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
...AIAN,"1,246","1,176","1,330","1,417","1,454","1,479","1,486","1,498","1,459","1,444","1,418","1,349","1,407"
...Asian,"261,562","262,624","262,765","263,402","264,574","267,902","269,116","270,231","270,808","272,013","273,500","275,032","276,349"
...NHPI,"54,421","54,636","55,147","55,903","56,878","58,256","59,187","59,993","60,814","61,753","62,568","63,476","63,648"
..Two or More Races,"103,658","104,341","105,474","107,201","109,374","112,719","115,210","117,550","120,182","123,178","126,183","128,930","129,260"
.HISPANIC,"43,403","43,501","44,946","46,510","48,018","49,935","51,565","53,141","54,910","56,989","59,066","59,758","59,811"
..One Race,"25,787","25,690","26,828","27,863","28,716","29,620","30,394","31,051","31,509","32,376","33,120","32,779","33,016"
...White,"14,508","14,388","15,057","15,585","16,066","16,465","16,812","17,219","17,342","17,738","18,271","18,211","18,314"
...Black,"1,043","1,019","1,050","1,095","1,065","1,100","1,201","1,156","1,123","1,168","1,158","1,127","1,177"
...AIAN,562,552,637,674,760,777,800,864,910,933,"1,022",962,992
...Asian,"6,527","6,566","6,708","6,916","7,060","7,307","7,445","7,618","7,715","7,969","8,084","8,020","8,062"
...NHPI,"3,147","3,165","3,376","3,593","3,765","3,971","4,136","4,194","4,419","4,568","4,585","4,459","4,471"
..Two or More Races,"17,616","17,811","18,118","18,647","19,302","20,315","21,171","22,090","23,401","24,613","25,946","26,979","26,795"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, legal boundary updates, and other geographic program revisions.  The original race data from 
Census 2000 are modified to reclassify the Some Other Race category.  For more information see http://www.census.gov/popest/research/modified.html.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.  The original race data from the 2010 Census are modified to reclassify the Some Other Race category.  For more information see 
http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology are available
 at http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"Note: Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; 
NHPI = Native Hawaiian and Other Pacific Islander.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Hawaii: April 1, 2000 to July 1, 2010 (ST-EST2010-03-15)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: October 2012,,,,,,,,,,,,,
