table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Oklahoma: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
"Sex, Race, and Hispanic Origin","April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
...Asian,"46,955","47,460","48,904","50,702","52,309","53,606","54,744","56,639","58,784","60,909","63,258","64,754","65,179"
...NHPI,"2,151","2,184","2,341","2,570","2,649","2,927","3,040","3,235","3,432","3,617","3,748","4,052","4,072"
..Two or More Races,"133,309","135,289","139,080","143,266","147,741","152,682","157,341","163,148","169,119","175,459","182,981","189,766","190,578"
.HISPANIC,"179,294","181,095","195,483","210,446","222,946","236,132","251,203","268,175","285,618","300,723","319,289","332,007","334,594"
..One Race,"173,996","175,639","189,249","203,238","214,713","226,811","240,436","256,071","272,168","285,812","302,835","314,408","316,772"
...White,"158,639","160,007","171,633","183,235","192,815","202,556","213,614","226,036","239,148","249,583","263,367","272,918","275,008"
...Black,"5,078","5,128","5,571","6,142","6,561","7,121","7,681","8,369","9,142","9,775","10,786","11,324","11,423"
...AIAN,"8,700","8,898","10,252","11,863","13,189","14,793","16,693","19,003","21,021","23,366","25,333","26,492","26,641"
...Asian,"1,074","1,090","1,205","1,298","1,418","1,535","1,606","1,693","1,860","1,929","2,144","2,372","2,387"
...NHPI,505,516,588,700,730,806,842,970,997,"1,159","1,205","1,302","1,313"
..Two or More Races,"5,298","5,456","6,234","7,208","8,233","9,321","10,767","12,104","13,450","14,911","16,454","17,599","17,822"
MALE,"1,695,818","1,697,872","1,707,048","1,720,000","1,727,169","1,740,562","1,752,122","1,775,397","1,797,174","1,814,205","1,839,538","1,856,977","1,862,398"
.One Race,"1,628,073","1,629,112","1,636,068","1,646,557","1,651,050","1,661,423","1,670,050","1,689,805","1,707,887","1,721,139","1,742,145","1,755,795","1,760,707"
..White,"1,337,779","1,337,957","1,340,877","1,346,539","1,348,243","1,353,798","1,358,634","1,371,537","1,383,069","1,391,074","1,404,737","1,413,194","1,416,661"
..Black,"130,511","130,469","131,462","132,481","131,992","133,379","133,695","135,708","137,618","137,864","140,134","141,621","142,176"
..AIAN,"135,258","135,905","138,139","140,722","143,275","145,822","148,748","152,512","155,962","159,757","163,640","166,397","167,069"
..Asian,"23,116","23,348","24,039","25,075","25,794","26,456","26,936","27,854","28,930","29,922","31,077","31,823","32,027"
..NHPI,"1,409","1,433","1,551","1,740","1,746","1,968","2,037","2,194","2,308","2,522","2,557","2,760","2,774"
.Two or More Races,"67,745","68,760","70,980","73,443","76,119","79,139","82,072","85,592","89,287","93,066","97,393","101,182","101,691"
.NOT HISPANIC,"1,598,990","1,600,068","1,601,362","1,606,385","1,607,268","1,613,537","1,617,445","1,632,038","1,644,855","1,653,862","1,669,308","1,680,043","1,684,067"
..One Race,"1,533,843","1,533,973","1,533,496","1,536,518","1,535,231","1,539,009","1,540,739","1,552,502","1,562,316","1,568,294","1,580,150","1,587,677","1,591,307"
...White,"1,251,374","1,250,772","1,247,287","1,246,710","1,243,568","1,243,818","1,243,196","1,249,841","1,254,648","1,257,179","1,263,475","1,266,864","1,269,189"
...Black,"127,978","127,911","128,667","129,354","128,695","129,778","129,778","131,439","132,999","132,924","134,614","135,826","136,331"
...AIAN,"130,768","131,326","132,865","134,671","136,518","138,230","140,086","142,559","144,954","147,370","150,211","152,338","152,936"
...Asian,"22,589","22,813","23,449","24,419","25,092","25,662","26,085","26,984","27,932","28,927","29,961","30,586","30,779"
...NHPI,"1,134","1,151","1,228","1,364","1,358","1,521","1,594","1,679","1,783","1,894","1,889","2,063","2,072"
..Two or More Races,"65,147","66,095","67,866","69,867","72,037","74,528","76,706","79,536","82,539","85,568","89,158","92,366","92,760"
.HISPANIC,"96,828","97,804","105,686","113,615","119,901","127,025","134,677","143,359","152,319","160,343","170,230","176,934","178,331"
..One Race,"94,230","95,139","102,572","110,039","115,819","122,414","129,311","137,303","145,571","152,845","161,995","168,118","169,400"
...White,"86,405","87,185","93,590","99,829","104,675","109,980","115,438","121,696","128,421","133,895","141,262","146,330","147,472"
...Black,"2,533","2,558","2,795","3,127","3,297","3,601","3,917","4,269","4,619","4,940","5,520","5,795","5,845"
...AIAN,"4,490","4,579","5,274","6,051","6,757","7,592","8,662","9,953","11,008","12,387","13,429","14,059","14,133"
...Asian,527,535,590,656,702,794,851,870,998,995,"1,116","1,237","1,248"
...NHPI,275,282,323,376,388,447,443,515,525,628,668,697,702
..Two or More Races,"2,598","2,665","3,114","3,576","4,082","4,611","5,366","6,056","6,748","7,498","8,235","8,816","8,931"
FEMALE,"1,754,633","1,756,493","1,760,052","1,769,080","1,777,723","1,784,671","1,796,475","1,818,693","1,837,175","1,854,771","1,878,034","1,894,374","1,899,304"
.One Race,"1,683,771","1,684,508","1,685,718","1,692,049","1,697,868","1,701,807","1,710,439","1,729,033","1,743,893","1,757,467","1,775,992","1,788,191","1,792,595"
..White,"1,383,591","1,383,440","1,381,528","1,383,968","1,385,511","1,386,308","1,390,558","1,402,662","1,411,889","1,419,866","1,431,306","1,438,316","1,441,295"
..Black,"133,733","133,668","133,828","134,274","134,878","134,849","135,604","137,439","138,539","139,372","141,303","142,711","143,223"
..AIAN,"140,287","140,931","142,914","145,352","147,913","150,200","153,018","156,443","159,630","163,059","166,662","169,267","169,927"
..Asian,"24,913","25,202","26,070","26,925","27,933","28,685","29,414","30,478","31,714","32,916","34,325","35,303","35,539"
..NHPI,"1,247","1,267","1,378","1,530","1,633","1,765","1,845","2,011","2,121","2,254","2,396","2,594","2,611"
.Two or More Races,"70,862","71,985","74,334","77,031","79,855","82,864","86,036","89,660","93,282","97,304","102,042","106,183","106,709"
.NOT HISPANIC,"1,672,167","1,673,202","1,670,255","1,672,249","1,674,678","1,675,564","1,679,949","1,693,877","1,703,876","1,714,391","1,728,975","1,739,301","1,743,041"
..One Race,"1,604,005","1,604,008","1,599,041","1,598,850","1,598,974","1,597,410","1,599,314","1,610,265","1,617,296","1,624,500","1,635,152","1,641,901","1,645,223"
...White,"1,311,357","1,310,618","1,303,485","1,300,562","1,297,371","1,293,732","1,292,382","1,298,322","1,301,162","1,304,178","1,309,201","1,311,728","1,313,759"
...Black,"131,188","131,098","131,052","131,259","131,614","131,329","131,840","133,339","134,016","134,537","136,037","137,182","137,645"
...AIAN,"136,077","136,612","137,936","139,540","141,481","142,999","144,987","147,393","149,617","152,080","154,758","156,834","157,419"
...Asian,"24,366","24,647","25,455","26,283","27,217","27,944","28,659","29,655","30,852","31,982","33,297","34,168","34,400"
...NHPI,"1,017","1,033","1,113","1,206","1,291","1,406","1,446","1,556","1,649","1,723","1,859","1,989","2,000"
..Two or More Races,"68,162","69,194","71,214","73,399","75,704","78,154","80,635","83,612","86,580","89,891","93,823","97,400","97,818"
.HISPANIC,"82,466","83,291","89,797","96,831","103,045","109,107","116,526","124,816","133,299","140,380","149,059","155,073","156,263"
..One Race,"79,766","80,500","86,677","93,199","98,894","104,397","111,125","118,768","126,597","132,967","140,840","146,290","147,372"
...White,"72,234","72,822","78,043","83,406","88,140","92,576","98,176","104,340","110,727","115,688","122,105","126,588","127,536"
...Black,"2,545","2,570","2,776","3,015","3,264","3,520","3,764","4,100","4,523","4,835","5,266","5,529","5,578"
...AIAN,"4,210","4,319","4,978","5,812","6,432","7,201","8,031","9,050","10,013","10,979","11,904","12,433","12,508"
...Asian,547,555,615,642,716,741,755,823,862,934,"1,028","1,135","1,139"
...NHPI,230,234,265,324,342,359,399,455,472,531,537,605,611
..Two or More Races,"2,700","2,791","3,120","3,632","4,151","4,710","5,401","6,048","6,702","7,413","8,219","8,783","8,891"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, legal boundary updates, and other geographic program revisions.  The original race data from 
Census 2000 are modified to reclassify the Some Other Race category.  For more information see http://www.census.gov/popest/research/modified.html.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.  The original race data from the 2010 Census are modified to reclassify the Some Other Race category.  For more information see 
http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology are available
 at http://www.census.gov/popest/methodology/2000-2010_Intercensal_Estimates_Methodology.pdf.",,,,,,,,,,,,,
"Note: Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; 
NHPI = Native Hawaiian and Other Pacific Islander.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 3. Intercensal Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Oklahoma: April 1, 2000 to July 1, 2010 (ST-EST2010-03-40)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: October 2012,,,,,,,,,,,,,
